time,spot_price,currency_unit
2025-09-26 00:00:00+00:00,72.87,EUR
2025-09-26 01:00:00+00:00,69.45,EUR
2025-09-26 02:00:00+00:00,64.85,EUR
2025-09-26 03:00:00+00:00,72.13,EUR
2025-09-26 04:00:00+00:00,91.76,EUR
2025-09-26 05:00:00+00:00,110.4,EUR
2025-09-26 06:00:00+00:00,123.28,EUR
2025-09-26 07:00:00+00:00,108.8,EUR
2025-09-26 08:00:00+00:00,88.59,EUR
2025-09-26 09:00:00+00:00,83.86,EUR
2025-09-26 10:00:00+00:00,79.47,EUR
2025-09-26 11:00:00+00:00,76.09,EUR
2025-09-26 12:00:00+00:00,71.9,EUR
2025-09-26 13:00:00+00:00,48.35,EUR
2025-09-26 14:00:00+00:00,66.26,EUR
2025-09-26 15:00:00+00:00,73.36,EUR
2025-09-26 16:00:00+00:00,94.08,EUR
2025-09-26 17:00:00+00:00,123.6,EUR
2025-09-26 18:00:00+00:00,119.61,EUR
2025-09-26 19:00:00+00:00,106.21,EUR
2025-09-26 20:00:00+00:00,96.9,EUR
2025-09-26 21:00:00+00:00,89.9,EUR
2025-09-26 22:00:00+00:00,83.93,EUR
2025-09-26 23:00:00+00:00,66.2,EUR
2025-09-27 00:00:00+00:00,57.91,EUR
2025-09-27 01:00:00+00:00,54.87,EUR
2025-09-27 02:00:00+00:00,44.76,EUR
2025-09-27 03:00:00+00:00,47.51,EUR
2025-09-27 04:00:00+00:00,69.24,EUR
2025-09-27 05:00:00+00:00,66.47,EUR
2025-09-27 06:00:00+00:00,82.17,EUR
2025-09-27 07:00:00+00:00,82.66,EUR
2025-09-27 08:00:00+00:00,38.8,EUR
2025-09-27 09:00:00+00:00,20.25,EUR
2025-09-27 10:00:00+00:00,16.79,EUR
2025-09-27 11:00:00+00:00,12.91,EUR
2025-09-27 12:00:00+00:00,10.42,EUR
2025-09-27 13:00:00+00:00,11.66,EUR
2025-09-27 14:00:00+00:00,12.27,EUR
2025-09-27 15:00:00+00:00,29.2,EUR
2025-09-27 16:00:00+00:00,67.0,EUR
2025-09-27 17:00:00+00:00,92.56,EUR
2025-09-27 18:00:00+00:00,98.41,EUR
2025-09-27 19:00:00+00:00,72.1,EUR
2025-09-27 20:00:00+00:00,79.69,EUR
2025-09-27 21:00:00+00:00,82.05,EUR
2025-09-27 22:00:00+00:00,63.51,EUR
2025-09-27 23:00:00+00:00,60.86,EUR
2025-09-28 00:00:00+00:00,59.83,EUR
2025-09-28 01:00:00+00:00,44.37,EUR
2025-09-28 02:00:00+00:00,35.29,EUR
2025-09-28 03:00:00+00:00,52.99,EUR
2025-09-28 04:00:00+00:00,48.54,EUR
2025-09-28 05:00:00+00:00,58.87,EUR
2025-09-28 06:00:00+00:00,,EUR
2025-09-28 07:00:00+00:00,57.91,EUR
2025-09-28 08:00:00+00:00,35.0,EUR
2025-09-28 09:00:00+00:00,29.16,EUR
2025-09-28 10:00:00+00:00,17.11,EUR
2025-09-28 11:00:00+00:00,8.53,EUR
2025-09-28 12:00:00+00:00,13.0,EUR
2025-09-28 13:00:00+00:00,16.79,EUR
2025-09-28 14:00:00+00:00,22.97,EUR
2025-09-28 15:00:00+00:00,37.34,EUR
2025-09-28 16:00:00+00:00,61.11,EUR
2025-09-28 17:00:00+00:00,70.98,EUR
2025-09-28 18:00:00+00:00,74.14,EUR
2025-09-28 19:00:00+00:00,61.0,EUR
2025-09-28 20:00:00+00:00,69.62,EUR
2025-09-28 21:00:00+00:00,60.16,EUR
2025-09-28 22:00:00+00:00,51.6,EUR
2025-09-28 23:00:00+00:00,47.7,EUR
2025-09-29 00:00:00+00:00,45.0,EUR
2025-09-29 01:00:00+00:00,32.0,EUR
2025-09-29 02:00:00+00:00,30.0,EUR
2025-09-29 03:00:00+00:00,32.5,EUR
2025-09-29 04:00:00+00:00,50.0,EUR
2025-09-29 05:00:00+00:00,74.4,EUR
2025-09-29 06:00:00+00:00,81.8,EUR
2025-09-29 07:00:00+00:00,73.08,EUR
2025-09-29 08:00:00+00:00,59.33,EUR
2025-09-29 09:00:00+00:00,40.14,EUR
2025-09-29 10:00:00+00:00,35.0,EUR
2025-09-29 11:00:00+00:00,28.3,EUR
2025-09-29 12:00:00+00:00,21.99,EUR
2025-09-29 13:00:00+00:00,27.94,EUR
2025-09-29 14:00:00+00:00,35.0,EUR
2025-09-29 15:00:00+00:00,52.0,EUR
2025-09-29 16:00:00+00:00,85.0,EUR
2025-09-29 17:00:00+00:00,101.13,EUR
2025-09-29 18:00:00+00:00,133.26,EUR
2025-09-29 19:00:00+00:00,89.51,EUR
2025-09-29 20:00:00+00:00,84.88,EUR
2025-09-29 21:00:00+00:00,88.6,EUR
2025-09-29 22:00:00+00:00,69.9,EUR
2025-09-29 23:00:00+00:00,64.7,EUR
2025-09-30 00:00:00+00:00,65.9,EUR
2025-09-30 01:00:00+00:00,43.63,EUR
2025-09-30 02:00:00+00:00,38.0,EUR
2025-09-30 03:00:00+00:00,30.23,EUR
2025-09-30 04:00:00+00:00,56.0,EUR
2025-09-30 05:00:00+00:00,98.18,EUR
2025-09-30 06:00:00+00:00,120.0,EUR
2025-09-30 07:00:00+00:00,93.97,EUR
2025-09-30 08:00:00+00:00,60.1,EUR
2025-09-30 09:00:00+00:00,31.0,EUR
2025-09-30 10:00:00+00:00,24.47,EUR
2025-09-30 11:00:00+00:00,21.9,EUR
2025-09-30 12:00:00+00:00,7.43,EUR
2025-09-30 13:00:00+00:00,22.89,EUR
2025-09-30 14:00:00+00:00,25.26,EUR
2025-09-30 15:00:00+00:00,36.01,EUR
2025-09-30 16:00:00+00:00,82.99,EUR
2025-09-30 17:00:00+00:00,117.0,EUR
2025-09-30 18:00:00+00:00,106.18,EUR
2025-09-30 19:00:00+00:00,83.23,EUR
2025-09-30 20:00:00+00:00,73.0,EUR
2025-09-30 21:00:00+00:00,75.73,EUR
